Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Households,Faucet/Community System,Tubed/Piped,Dug well,Bottled Water,Natural Sources,Peddler/Others/Not Reported
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sibalom,PH060616000,13213,6270,4297,400,870,1280,96
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tibiao,PH060617000,6348,2480,2539,5,673,631,20
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tobias Fornier (Dao),PH060607000,6868,2527,2306,178,512,1085,260
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Valderrama,PH060618000,4194,1764,1192,18,211,967,42
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Cuartero,PH061901000,6446,212,3858,1207,1049,78,42
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dao,PH061902000,7750,221,3883,1942,1609,92,3
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumalag,PH061903000,7081,1072,1889,1453,1067,1195,405
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumarao,PH061904000,11067,682,5296,2152,1414,1473,50
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ivisan,PH061905000,6738,1309,2274,397,1583,652,523
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Jamindan,PH061906000,8576,548,2150,4233,445,827,373
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ma-Ayon,PH061907000,9280,450,5732,1241,505,1264,88
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Mambusao,PH061908000,9702,817,4342,1905,2213,194,231
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panay,PH061909000,11088,3683,603,176,3015,1006,2605
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panitan,PH061910000,9719,1103,6914,338,1257,35,72
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pilar,PH061911000,10757,933,5022,2838,519,886,559
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pontevedra,PH061912000,11298,1307,4838,1189,2543,1076,345
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,President Roxas,PH061913000,6986,368,1300,2289,1473,726,830
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,City of Roxas (Capital),PH061914000,37701,17616,4250,417,12746,678,1994
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sapi-An,PH061915000,6197,523,3460,1376,599,195,44
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sigma,PH061916000,7418,1454,2749,2099,718,196,202
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Tapaz,PH061917000,12179,1293,4375,3580,1106,1823,2
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Buenavista,PH067901000,12115,3932,3344,1797,2417,596,29
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Jordan (Capital),PH067902000,8311,925,1944,1993,2622,722,105
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Nueva Valencia,PH067903000,9173,1054,2817,2547,2299,411,45
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,San Lorenzo,PH067904000,5995,142,466,4744,628,8,7
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Sibunag,PH067905000,4981,412,2557,967,781,205,59
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Ajuy,PH063001000,12221,1697,6220,903,784,1954,663
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Alimodian,PH063002000,8067,631,2121,748,2038,2509,20
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Anilao,PH063003000,6561,1429,3014,716,813,450,139
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Badiangan,PH063004000,5897,2002,2699,603,507,4,82
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Balasan,PH063005000,8090,875,4170,1214,1811,10,10
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Banate,PH063006000,7993,366,2815,892,1635,181,2104
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Nuevo,PH063007000,11991,465,3793,1100,6413,213,7
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Viejo,PH063008000,11091,1427,4498,510,2523,1763,370
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Batad,PH063009000,5154,1010,2621,727,697,93,6
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Bingawan,PH063010000,3467,214,514,2012,380,187,160
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Cabatuan,PH063012000,12715,2010,6737,519,3063,316,70
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Calinog,PH063013000,13155,1387,4174,2953,1188,1919,1534
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Carles,PH063014000,15278,1638,2833,4865,2160,3227,555
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Passi,PH063035000,19288,1955,9352,2088,4445,1216,232
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Concepcion,PH063015000,10069,2804,5342,588,345,790,200
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dingle,PH063016000,10414,2319,5060,335,1721,772,207
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dueñas,PH063017000,7822,781,3455,1965,1197,377,47
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dumangas,PH063018000,15793,654,4985,229,9769,45,111
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Estancia,PH063019000,11163,1079,4542,1322,3685,24,511
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Guimbal,PH063020000,7470,528,2917,1615,2238,135,37
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Igbaras,PH063021000,7022,531,2700,205,241,3335,10
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Iloilo (Capital),PH063022000,95100,7850,3950,333,76396,11,6560
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Janiuay,PH063023000,13865,2828,6587,1039,2038,1162,211
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lambunao,PH063025000,15934,2403,8723,1958,925,846,1079
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leganes,PH063026000,7033,189,921,95,5493,14,321
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lemery,PH063027000,7839,1203,5691,496,26,402,21
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leon,PH063028000,10755,1470,4130,995,2084,1935,141
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Maasin,PH063029000,7384,661,4162,186,1280,859,236
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Miagao,PH063030000,14124,3402,7147,403,2332,833,7
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Mina,PH063031000,4992,604,3284,20,1077,3,4
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,New Lucena,PH063032000,5006,506,2102,164,1754,130,350
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Oton,PH063034000,20460,597,5869,1623,11702,215,454
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pavia,PH063036000,12825,1533,940,22,10060,223,47
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pototan,PH063037000,16000,1201,8182,236,4830,20,1531
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Dionisio,PH063038000,9013,3152,4704,432,307,409,9
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Enrique,PH063039000,7638,821,4668,352,607,1185,5
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Joaquin,PH063040000,11163,3066,3098,792,811,3374,22
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Miguel,PH063041000,6046,124,949,1428,3534,8,3
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Rafael,PH063042000,3837,214,3227,209,27,156,4
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Santa Barbara,PH063043000,13608,1586,5741,843,4590,77,771
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Sara,PH063044000,13246,1307,10169,379,309,730,352
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tigbauan,PH063045000,13359,717,5591,1795,4999,213,44
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tubungan,PH063046000,4848,1542,1389,324,282,1311,0
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Zarraga,PH063047000,5853,350,1117,19,3954,6,407
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alburquerque,PH071201000,2422,651,95,47,1583,40,6
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alicia,PH071202000,5105,2150,1150,351,1255,196,3
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Anda,PH071203000,3764,1858,3,40,1579,283,1
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Antequera,PH071204000,3482,763,299,37,1585,797,1
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Baclayon,PH071205000,4397,1091,21,0,2962,321,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Balilihan,PH071206000,4084,1666,18,14,1024,1360,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Batuan,PH071207000,2853,1510,442,5,613,283,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bien Unido,PH071248000,5725,301,20,1337,3099,965,3
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bilar,PH071208000,3768,2318,109,49,1180,74,38
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Buenavista,PH071209000,6034,1149,455,1601,1740,474,615
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Calape,PH071210000,7404,1651,480,21,4149,1015,88
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Candijay,PH071211000,6771,3292,569,53,2210,647,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Carmen,PH071212000,10306,2328,2385,1006,2919,1613,55
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Catigbian,PH071213000,5124,732,729,730,1212,1716,5
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Clarin,PH071214000,4623,1378,441,334,1976,387,107
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Corella,PH071215000,1908,945,4,4,953,2,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Cortes,PH071216000,3630,1254,34,9,2070,261,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dagohoy,PH071217000,4176,201,868,1368,1401,338,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Danao,PH071218000,3921,690,753,872,1129,475,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dauis,PH071219000,9900,2035,42,15,7675,132,1
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dimiao,PH071220000,3227,1083,14,1,1350,779,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Duero,PH071221000,4017,1343,473,13,1760,427,1
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Garcia Hernandez,PH071222000,4993,2466,83,2,2172,266,4
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Getafe,PH071226000,6487,800,772,1079,2967,429,440
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Guindulman,PH071223000,7234,4395,561,111,1726,252,189
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Inabanga,PH071224000,9896,1851,1723,1191,3895,887,349
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Jagna,PH071225000,7506,3490,76,5,3796,132,7
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Lila,PH071227000,2090,1053,1,0,988,48,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loay,PH071228000,3578,1073,216,9,2190,88,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loboc,PH071229000,3483,1113,76,46,2089,152,7
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loon,PH071230000,9952,2794,201,24,4005,2490,438
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Mabini,PH071231000,6254,2654,1342,156,1479,618,5
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Maribojoc,PH071232000,4748,2225,36,43,2246,196,2
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Panglao,PH071233000,7020,656,155,220,5861,111,17
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pilar,PH071234000,5975,2883,937,374,1384,392,5
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pres. Carlos P. Garcia (Pitogo),PH071235000,5164,120,44,3593,795,576,36
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sagbayan (Borja),PH071236000,5157,1438,1219,99,2294,72,35
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Isidro,PH071237000,2198,600,18,79,460,1041,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Miguel,PH071238000,5396,299,475,2557,1796,259,10
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sevilla,PH071239000,2240,394,86,338,913,508,1
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sierra Bullones,PH071240000,5412,3613,135,77,1304,174,109
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sikatuna,PH071241000,1515,698,86,59,597,75,0
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,City of Tagbilaran (Capital),PH071242000,21863,4285,85,0,17436,22,35
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Talibon,PH071243000,14335,555,1079,4546,6793,1347,15
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Trinidad,PH071244000,6857,248,92,3502,1780,39,1196
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Tubigon,PH071245000,10356,3303,810,68,5009,1024,142
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Ubay,PH071246000,16578,1131,4052,5053,6135,150,57
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Valencia,PH071247000,5587,2411,303,5,2710,155,3
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcantara,PH072201000,3444,1361,537,16,706,642,182
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcoy,PH072202000,3388,2059,4,26,939,228,132
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alegria,PH072203000,5028,2050,163,9,1112,1692,2
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Aloguinsan,PH072204000,6901,3599,808,851,1220,416,7
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Argao,PH072205000,16574,5460,1121,147,5586,4138,122
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Asturias,PH072206000,10222,3772,2128,346,3135,710,131
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Badian,PH072207000,8218,5814,500,39,999,770,96
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Balamban,PH072208000,19614,7462,3321,341,6173,2156,161
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Bantayan,PH072209000,18494,4662,364,2878,6806,1471,2313
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Barili,PH072210000,15778,8437,1049,1304,3148,1649,191
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Boljoon,PH072212000,3374,1754,176,26,937,423,58
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Borbon,PH072213000,8420,2340,677,1047,2990,847,519
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Carmen,PH072215000,11265,3926,2255,189,4262,625,8
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Catmon,PH072216000,6940,3074,565,643,1951,652,55
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Cebu (Capital),PH072217000,213738,40221,7228,1165,153647,9434,2043
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Bogo,PH072211000,19360,7558,1861,1134,8299,106,402
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Carcar,PH072214000,27149,11743,2049,650,9578,2618,511
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Naga,PH072234000,26177,3845,4661,2369,11814,3452,36
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Talisay,PH072250000,51239,9804,5934,728,33340,1306,127
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Compostela,PH072218000,10880,802,1463,404,7345,709,157
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Consolacion,PH072219000,30625,4000,641,480,24894,122,488
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Cordova,PH072220000,13324,494,873,471,10750,607,129
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Daanbantayan,PH072221000,19790,4936,2909,2620,8719,583,23
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dalaguete,PH072222000,14433,5149,209,95,4378,4134,468
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Danao City,PH072223000,31611,6968,1768,1386,19668,1612,209
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dumanjug,PH072224000,10960,6456,675,110,2710,845,164
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ginatilan,PH072225000,3380,2255,180,38,564,337,6
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Lapu-Lapu (Opon),PH072226000,99573,3928,4260,702,88150,878,1655
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Liloan,PH072227000,27847,2221,1821,37,22793,251,724
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Madridejos,PH072228000,8113,3110,283,465,4171,6,78
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Malabuyoc,PH072229000,3817,2060,535,125,360,655,82
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Mandaue,PH072230000,94547,8828,1497,9,83244,162,807
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Medellin,PH072231000,12836,3395,498,284,8060,111,488
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Minglanilla,PH072232000,30599,5987,2954,271,19134,1849,404
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Moalboal,PH072233000,7284,2828,371,15,2355,1518,197
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Oslob,PH072235000,5998,4804,283,20,398,490,3
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pilar,PH072236000,2989,2685,1,1,298,0,4
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pinamungahan,PH072237000,13874,5422,532,1844,3084,2781,211
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Poro,PH072238000,6104,4790,309,32,225,661,87
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ronda,PH072239000,4823,2403,357,102,977,852,132
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Samboan,PH072240000,4510,3980,64,28,278,150,10
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Fernando,PH072241000,14258,5412,2458,468,3523,1207,1190
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Francisco,PH072242000,12278,8883,634,224,1056,322,1159
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Remigio,PH072243000,14470,4624,1002,1515,6340,680,309
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santa Fe,PH072244000,6779,1661,746,648,2860,512,352
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santander,PH072245000,4256,2734,45,124,1242,108,3
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sibonga,PH072246000,11350,3417,1116,898,3876,1934,109
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sogod,PH072247000,8452,2268,289,1766,3007,647,475
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabogon,PH072248000,9628,5090,869,351,3170,145,3
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabuelan,PH072249000,6415,3576,121,32,2370,132,184
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Toledo,PH072251000,38259,7777,5426,4936,13840,5655,625
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tuburan,PH072252000,15028,2950,2985,1899,5370,1723,101
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tudela,PH072253000,2767,1924,420,81,299,43,0
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Enrique Villanueva,PH076101000,1476,1089,23,2,322,9,31
